role,name,email,city,lat,lng,status
ngo,Amrit Blood Mission,care@amritbloodmission.org,New Delhi,28.731652,77.138924,approved
ngo,Punya Blood Association,support@punyabloodassociation.org,Greater Noida,28.522646,77.5971,approved
ngo,Aarogya Project,bloodbank@aarogyaproject.org,New Delhi,28.697975,77.106685,approved
ngo,Life Saver Foundation,admin@lifesaverfoundation.org,Noida,28.570836,77.338729,approved
ngo,Rahat Foundation Association,care@rahatfoundationassocia.org,Noida,28.512081,77.320431,approved
ngo,Udaan Foundation Alliance,reach@udaanfoundationallianc.org,Noida,28.626065,77.395895,approved
ngo,Jeevan Raksha Project,info@jeevanrakshaproject.org,Gurugram,28.531955,77.106461,approved
ngo,Blood Bridge Organization,care@bloodbridgeorganizatio.org,Greater Noida,28.41735,77.636541,approved
ngo,Sewa Bharti Trust,help@sewabhartitrust.org,Greater Noida,28.434001,77.43176,approved
ngo,Jan Seva Society,reach@jansevasociety.org,Faridabad,28.465302,77.396061,approved
ngo,Samarpan Trust Mission,help@samarpantrustmission.org,Noida,28.50321,77.459871,approved
ngo,Sewa Bharti Hub,help@sewabhartihub.org,New Delhi,28.636762,77.267936,approved
ngo,Amrit Blood NGO,admin@amritbloodngo.org,New Delhi,28.650232,77.24092,approved
ngo,Raktadan Foundation,care@raktadanfoundation.org,Greater Noida,28.579541,77.565619,approved
ngo,Punya Blood Society,donate@punyabloodsociety.org,Greater Noida,28.430367,77.527637,approved
ngo,Suraksha Blood Foundation,help@surakshabloodfoundatio.org,Gurugram,28.384469,77.044699,approved
ngo,Jiwan Jyoti Centre,donate@jiwanjyoticentre.org,Ghaziabad,28.706145,77.420622,approved
ngo,Humanity First NGO,support@humanityfirstngo.org,Faridabad,28.355383,77.354452,approved
ngo,Umeed Blood Hub,info@umeedbloodhub.org,Ghaziabad,28.68865,77.453132,approved
ngo,Karuna Trust Mission,donate@karunatrustmission.org,Greater Noida,28.561472,77.526938,approved
ngo,Amrit Blood Hub,donate@amritbloodhub.org,Greater Noida,28.578551,77.450647,approved
ngo,Sukoon Foundation Initiative,care@sukoonfoundationinitia.org,Noida,28.510882,77.348128,approved
ngo,Save Lives Hub,help@saveliveshub.org,Ghaziabad,28.787901,77.460864,approved
ngo,Raktadan Initiative,support@raktadaninitiative.org,Noida,28.612002,77.318825,approved
ngo,Kripa Blood Project,support@kripabloodproject.org,New Delhi,28.582293,77.15788,approved
ngo,Care & Cure Association,care@careandcureassociation.org,Noida,28.513829,77.373191,approved
ngo,Pahal Blood Foundation,bloodbank@pahalbloodfoundation.org,Greater Noida,28.4663,77.555982,approved
ngo,Prana Foundation Hub,info@pranafoundationhub.org,New Delhi,28.566812,77.11798,pending
ngo,Umeed Blood Society,bloodbank@umeedbloodsociety.org,New Delhi,28.719918,77.218993,pending
ngo,Vatsalya Blood Hub,donate@vatsalyabloodhub.org,Noida,28.585589,77.440083,approved
ngo,Navjeevan Trust Society,bloodbank@navjeevantrustsociety.org,New Delhi,28.729057,77.117231,approved
ngo,Amrit Blood Trust,reach@amritbloodtrust.org,New Delhi,28.721246,77.066656,approved
ngo,Sahara Blood Mission,bloodbank@saharabloodmission.org,Greater Noida,28.585334,77.466965,approved
ngo,Aarogya Trust,help@aarogyatrust.org,Greater Noida,28.452379,77.445286,pending
ngo,Shakti Foundation Movement,support@shaktifoundationmoveme.org,Ghaziabad,28.657992,77.425022,approved
ngo,Life Saver Network,contact@lifesavernetwork.org,Noida,28.502302,77.446616,approved
ngo,Udaan Foundation NGO,seva@udaanfoundationngo.org,New Delhi,28.571256,77.25473,approved
ngo,Sukoon Foundation Mission,admin@sukoonfoundationmissio.org,Greater Noida,28.537548,77.64561,approved
ngo,Pahal Blood Institute,help@pahalbloodinstitute.org,Gurugram,28.43094,77.01951,approved
ngo,Helping Hands Centre,admin@helpinghandscentre.org,New Delhi,28.636148,77.06385,approved
ngo,Punya Blood Centre,admin@punyabloodcentre.org,Noida,28.589817,77.438537,approved
ngo,Nishkam Seva Initiative,contact@nishkamsevainitiative.org,New Delhi,28.602649,77.290447,pending
ngo,Aarogya Foundation,admin@aarogyafoundation.org,Greater Noida,28.443573,77.445739,approved
ngo,Nishkam Seva Mission,support@nishkamsevamission.org,New Delhi,28.599636,77.24406,approved
ngo,Nirmal Seva Foundation,bloodbank@nirmalsevafoundation.org,Gurugram,28.354499,77.010849,approved
ngo,Shakti Foundation Project,help@shaktifoundationprojec.org,Ghaziabad,28.731509,77.478998,approved
ngo,Jiwan Jyoti Institute,seva@jiwanjyotiinstitute.org,Noida,28.522419,77.444831,approved
ngo,Pahal Blood Hub,donate@pahalbloodhub.org,New Delhi,28.675466,77.233463,approved
ngo,Punya Blood Alliance,contact@punyabloodalliance.org,New Delhi,28.715282,77.196015,approved
ngo,Navjeevan Trust Centre,support@navjeevantrustcentre.org,Ghaziabad,28.617018,77.310466,approved
ngo,Asha Kiran Project,seva@ashakiranproject.org,Sonipat,29.033779,77.094165,approved
ngo,Naya Jeevan Network,contact@nayajeevannetwork.org,Ghaziabad,28.69139,77.317528,pending
ngo,Jeevan Raksha Centre,donate@jeevanrakshacentre.org,Faridabad,28.31321,77.347358,approved
ngo,Rahat Foundation Movement,support@rahatfoundationmovemen.org,New Delhi,28.596147,77.212483,approved
ngo,Helping Hands Initiative,admin@helpinghandsinitiative.org,Faridabad,28.453394,77.323395,approved
ngo,Sanjeevani Association,admin@sanjeevaniassociation.org,New Delhi,28.680307,77.223222,approved
ngo,Udaan Foundation Foundation,seva@udaanfoundationfoundat.org,New Delhi,28.603755,77.218,approved
ngo,United Blood Institute,donate@unitedbloodinstitute.org,Ghaziabad,28.657109,77.416474,approved
ngo,Samarpan Trust NGO,admin@samarpantrustngo.org,Bahadurgarh,28.747813,77.040438,approved
ngo,Punya Blood Initiative,admin@punyabloodinitiative.org,Greater Noida,28.47737,77.629139,pending
ngo,Sewa Bharti Mission,admin@sewabhartimission.org,New Delhi,28.740548,77.083151,approved
ngo,Save Lives Institute,care@savelivesinstitute.org,Greater Noida,28.446277,77.624426,approved
ngo,Red Cross Initiative,seva@redcrossinitiative.org,New Delhi,28.631084,77.231796,approved
ngo,Save Lives Project,care@savelivesproject.org,Noida,28.500261,77.450147,approved
ngo,Care & Cure Institute,contact@careandcureinstitute.org,New Delhi,28.730313,77.122458,approved
ngo,Nirmal Seva Trust,care@nirmalsevatrust.org,Noida,28.638812,77.451131,approved
ngo,Kripa Blood Network,help@kripabloodnetwork.org,Noida,28.537399,77.353146,approved
ngo,Vandana Blood Movement,bloodbank@vandanabloodmovement.org,New Delhi,28.726853,77.252991,approved
ngo,Seva Blood Institute,info@sevabloodinstitute.org,Faridabad,28.309895,77.34647,approved
ngo,Jan Seva Project,admin@jansevaproject.org,Gurugram,28.447115,77.132381,approved
ngo,Swasthya Seva Association,admin@swasthyasevaassociatio.org,New Delhi,28.609554,77.234758,pending
ngo,Jan Seva NGO,admin@jansevango.org,Noida,28.572477,77.433775,approved
ngo,Punya Blood Hub,seva@punyabloodhub.org,Ghaziabad,28.710077,77.413247,approved
ngo,Mamta Blood Society,donate@mamtabloodsociety.org,Gurugram,28.388481,76.968143,approved
ngo,Aarogya Association,admin@aarogyaassociation.org,New Delhi,28.711872,77.100535,approved
ngo,Asha Kiran Organization,donate@ashakiranorganization.org,Faridabad,28.342001,77.254048,approved
ngo,Prasad Blood Association,help@prasadbloodassociation.org,Greater Noida,28.537351,77.532306,approved
ngo,Jeevan Raksha Network,support@jeevanrakshanetwork.org,Faridabad,28.376912,77.329158,approved
ngo,Life Saver Society,contact@lifesaversociety.org,Noida,28.56378,77.452738,approved
ngo,Naya Jeevan Foundation,info@nayajeevanfoundation.org,Sonipat,29.008728,77.139024,approved
ngo,Karuna Trust NGO,info@karunatrustngo.org,Faridabad,28.34476,77.230414,pending
ngo,Rahat Foundation Institute,seva@rahatfoundationinstitu.org,New Delhi,28.567001,77.244215,approved
ngo,Prasad Blood Hub,contact@prasadbloodhub.org,New Delhi,28.679101,77.125946,approved
ngo,Bal Raksha Organization,info@balrakshaorganization.org,Noida,28.514917,77.36007,pending
ngo,Red Cross Mission,admin@redcrossmission.org,New Delhi,28.749275,77.119651,approved
ngo,Aarogya Initiative,donate@aarogyainitiative.org,Gurugram,28.396954,76.999412,pending
ngo,Raksha Setu Foundation,contact@rakshasetufoundation.org,Gurugram,28.388823,77.12697,approved
ngo,Prana Foundation Centre,bloodbank@pranafoundationcentre.org,New Delhi,28.735032,77.106697,approved
ngo,Maitri Foundation Organization,support@maitrifoundationorgani.org,Noida,28.501013,77.358422,approved
ngo,Naya Jeevan NGO,admin@nayajeevanngo.org,New Delhi,28.703171,77.098483,approved
ngo,United Blood Trust,reach@unitedbloodtrust.org,Noida,28.574365,77.337463,approved
ngo,Kripa Blood Foundation,reach@kripabloodfoundation.org,Noida,28.521957,77.378692,approved
ngo,Humanity First Institute,contact@humanityfirstinstitute.org,Bahadurgarh,28.66841,76.967446,approved
ngo,Save Lives Trust,help@savelivestrust.org,Noida,28.549386,77.337102,pending
ngo,Blood Care Network,bloodbank@bloodcarenetwork.org,Gurugram,28.517825,77.146997,approved
ngo,Jeevan Raksha Association,bloodbank@jeevanrakshaassociatio.org,New Delhi,28.741103,77.080927,pending
ngo,Sparsh Foundation Movement,admin@sparshfoundationmoveme.org,New Delhi,28.714402,77.158112,approved
ngo,Vandana Blood Mission,seva@vandanabloodmission.org,Greater Noida,28.438605,77.491062,approved
ngo,Swasthya Seva NGO,bloodbank@swasthyasevango.org,New Delhi,28.55813,77.058714,approved
ngo,Suraksha Blood Association,care@surakshabloodassociati.org,Faridabad,28.354463,77.391538,approved
ngo,Jiwan Jyoti Hub,admin@jiwanjyotihub.org,Noida,28.544611,77.444314,approved
ngo,Helping Hands Foundation,support@helpinghandsfoundation.org,Gurugram,28.371452,77.093114,approved
ngo,Mamta Blood Project,seva@mamtabloodproject.org,Gurugram,28.376541,77.049308,approved
ngo,Raksha Setu Project,help@rakshasetuproject.org,Faridabad,28.421451,77.26556,approved
ngo,Suraksha Blood Trust,donate@surakshabloodtrust.org,Noida,28.529597,77.450577,approved
ngo,Blood Care Initiative,donate@bloodcareinitiative.org,New Delhi,28.658923,77.090173,approved
ngo,Helping Hands Network,reach@helpinghandsnetwork.org,New Delhi,28.566817,77.074106,approved
ngo,Karuna Trust Society,support@karunatrustsociety.org,Gurugram,28.376586,77.042185,approved
ngo,Vatsalya Blood Project,info@vatsalyabloodproject.org,New Delhi,28.70595,77.123481,approved
ngo,Amrit Blood Institute,admin@amritbloodinstitute.org,Noida,28.529879,77.349486,approved
ngo,Nirmal Seva NGO,care@nirmalsevango.org,New Delhi,28.562961,77.112913,approved
ngo,Jan Seva Movement,info@jansevamovement.org,Greater Noida,28.530665,77.647739,approved
ngo,Prana Foundation Project,seva@pranafoundationproject.org,Greater Noida,28.582875,77.41009,approved
ngo,Care & Cure Alliance,reach@careandcurealliance.org,New Delhi,28.588832,77.068779,approved
ngo,Suraksha Blood Network,contact@surakshabloodnetwork.org,New Delhi,28.571156,77.199037,approved
ngo,Vandana Blood Association,help@vandanabloodassociatio.org,New Delhi,28.558833,77.299968,approved
ngo,Seva Blood Project,contact@sevabloodproject.org,Gurugram,28.513767,77.031799,approved
ngo,Blood Care Movement,seva@bloodcaremovement.org,Ghaziabad,28.709609,77.315818,approved
ngo,Samarpan Trust Society,donate@samarpantrustsociety.org,Noida,28.513673,77.332738,approved
ngo,United Blood Centre,admin@unitedbloodcentre.org,Noida,28.562677,77.310272,approved
ngo,Swasthya Seva Organization,contact@swasthyasevaorganizati.org,Faridabad,28.472849,77.399324,approved
ngo,Rahat Foundation Organization,support@rahatfoundationorganiz.org,New Delhi,28.738397,77.158541,approved
ngo,Jeevan Raksha Organization,reach@jeevanrakshaorganizati.org,New Delhi,28.726568,77.165227,approved
ngo,Sukoon Foundation Trust,reach@sukoonfoundationtrust.org,New Delhi,28.674439,77.142711,approved
ngo,United Blood Society,donate@unitedbloodsociety.org,New Delhi,28.584357,77.066774,approved
ngo,Care & Cure Network,help@careandcurenetwork.org,Gurugram,28.517458,76.958699,pending
ngo,Suraksha Blood Hub,bloodbank@surakshabloodhub.org,Noida,28.512944,77.442462,approved
ngo,Bal Raksha Movement,support@balrakshamovement.org,Faridabad,28.424211,77.322946,approved
ngo,Prasad Blood NGO,contact@prasadbloodngo.org,Greater Noida,28.479949,77.529473,approved
ngo,Aarogya Institute,support@aarogyainstitute.org,New Delhi,28.55822,77.190586,approved
ngo,Jiwan Jyoti Trust,bloodbank@jiwanjyotitrust.org,New Delhi,28.669904,77.187513,approved
ngo,Swasthya Seva Network,reach@swasthyasevanetwork.org,Noida,28.537389,77.377842,approved
ngo,Blood Bridge Foundation,contact@bloodbridgefoundation.org,Greater Noida,28.523778,77.522375,approved
ngo,Vishwas Foundation Project,seva@vishwasfoundationproje.org,Gurugram,28.517309,77.112106,approved
ngo,Sparsh Foundation Organization,care@sparshfoundationorgani.org,New Delhi,28.568343,77.160492,approved
ngo,Bal Raksha Society,info@balrakshasociety.org,New Delhi,28.734425,77.128431,approved
ngo,Umeed Blood Mission,bloodbank@umeedbloodmission.org,New Delhi,28.680549,77.246061,approved
ngo,Anand Foundation Institute,info@anandfoundationinstitu.org,New Delhi,28.588741,77.295432,approved
ngo,Jeevan Daan Centre,support@jeevandaancentre.org,Sonipat,28.959827,77.052635,approved
ngo,Anand Foundation Network,seva@anandfoundationnetwork.org,New Delhi,28.578714,77.175554,pending
ngo,Amrit Blood Alliance,donate@amritbloodalliance.org,New Delhi,28.59748,77.143067,approved
ngo,Bal Raksha Hub,admin@balrakshahub.org,Noida,28.601952,77.479083,approved
ngo,Save Lives Movement,donate@savelivesmovement.org,Gurugram,28.359714,77.121658,pending
ngo,Shakti Foundation Alliance,info@shaktifoundationallian.org,Greater Noida,28.450406,77.533925,approved
ngo,Vandana Blood Network,bloodbank@vandanabloodnetwork.org,Gurugram,28.5481,77.065472,approved
ngo,Blood Bridge Alliance,contact@bloodbridgealliance.org,Gurugram,28.409277,77.053221,approved
ngo,Nirmal Seva Hub,care@nirmalsevahub.org,Sonipat,29.059956,77.112068,approved
ngo,Swasthya Seva Mission,care@swasthyasevamission.org,Noida,28.634331,77.326405,approved
ngo,Red Cross Alliance,care@redcrossalliance.org,Ghaziabad,28.660748,77.430772,approved
ngo,Raksha Setu Alliance,help@rakshasetualliance.org,Noida,28.530628,77.424786,approved
ngo,Sanjeevani Initiative,info@sanjeevaniinitiative.org,New Delhi,28.562734,77.086173,approved
ngo,Amrit Blood Foundation,contact@amritbloodfoundation.org,Noida,28.596742,77.412466,approved
ngo,Karuna Trust Alliance,donate@karunatrustalliance.org,Ghaziabad,28.746704,77.362124,pending
ngo,Vatsalya Blood Foundation,bloodbank@vatsalyabloodfoundatio.org,New Delhi,28.587132,77.089804,pending
ngo,Anand Foundation Mission,support@anandfoundationmission.org,New Delhi,28.578453,77.09988,approved
ngo,Jan Seva Organization,reach@jansevaorganization.org,Greater Noida,28.434928,77.477346,approved
ngo,Udaan Foundation Institute,donate@udaanfoundationinstitu.org,New Delhi,28.55127,77.261108,approved
ngo,Sewa Bharti Centre,seva@sewabharticentre.org,Greater Noida,28.435078,77.649153,approved
ngo,Save Lives Association,admin@savelivesassociation.org,Ghaziabad,28.742337,77.366497,approved
ngo,Shakti Foundation Network,admin@shaktifoundationnetwor.org,Greater Noida,28.528401,77.641285,approved
ngo,Red Cross Society,admin@redcrosssociety.org,Faridabad,28.480941,77.368345,approved
ngo,Jiwan Jyoti NGO,bloodbank@jiwanjyotingo.org,New Delhi,28.615711,77.109792,pending
ngo,Vatsalya Blood Initiative,seva@vatsalyabloodinitiativ.org,Ghaziabad,28.767942,77.474405,approved
ngo,Rahat Foundation NGO,reach@rahatfoundationngo.org,Greater Noida,28.576952,77.597301,approved
ngo,Jeevan Daan Society,contact@jeevandaansociety.org,Ghaziabad,28.605381,77.32667,pending
ngo,Sanjeevani Institute,contact@sanjeevaniinstitute.org,Noida,28.50463,77.32768,approved
ngo,Helping Hands Institute,contact@helpinghandsinstitute.org,New Delhi,28.563153,77.197618,approved
ngo,Kripa Blood Trust,bloodbank@kripabloodtrust.org,Gurugram,28.371423,76.991145,approved
ngo,Umeed Blood Centre,info@umeedbloodcentre.org,New Delhi,28.715012,77.207884,approved
ngo,Hope Blood Movement,support@hopebloodmovement.org,New Delhi,28.608892,77.134129,approved
ngo,United Blood Foundation,care@unitedbloodfoundation.org,Noida,28.63655,77.453848,approved
ngo,United Blood Alliance,contact@unitedbloodalliance.org,Greater Noida,28.557811,77.407812,approved
ngo,Humanity First Mission,reach@humanityfirstmission.org,New Delhi,28.593315,77.26556,approved
ngo,Jeevan Daan Organization,contact@jeevandaanorganization.org,Gurugram,28.454711,77.007667,approved
ngo,Sparsh Foundation Initiative,info@sparshfoundationinitia.org,New Delhi,28.648297,77.249193,approved
ngo,Sparsh Foundation Project,donate@sparshfoundationprojec.org,Greater Noida,28.452115,77.635967,approved
ngo,Navjeevan Trust NGO,seva@navjeevantrustngo.org,New Delhi,28.583158,77.284678,approved
ngo,Hope Blood Centre,care@hopebloodcentre.org,Greater Noida,28.471123,77.500318,approved
ngo,Jan Seva Foundation,care@jansevafoundation.org,Faridabad,28.341223,77.252639,pending
ngo,Asha Kiran Hub,support@ashakiranhub.org,Greater Noida,28.588784,77.43172,approved
ngo,Suraksha Blood Centre,contact@surakshabloodcentre.org,Ghaziabad,28.669697,77.381665,approved
ngo,Kripa Blood Mission,care@kripabloodmission.org,Faridabad,28.33391,77.28776,approved
ngo,Raktadan Association,seva@raktadanassociation.org,Ghaziabad,28.72854,77.474141,approved
ngo,Umeed Blood Institute,reach@umeedbloodinstitute.org,Noida,28.523189,77.331197,approved
ngo,Shakti Foundation Association,help@shaktifoundationassoci.org,Noida,28.535432,77.491159,approved
ngo,Hope Blood Society,info@hopebloodsociety.org,Sonipat,28.979315,77.022644,approved
ngo,Raksha Setu Organization,admin@rakshasetuorganization.org,Noida,28.529429,77.427596,approved
ngo,Asha Kiran Initiative,contact@ashakiraninitiative.org,New Delhi,28.552523,77.263582,approved
ngo,Bal Raksha Network,seva@balrakshanetwork.org,New Delhi,28.554423,77.114303,approved
ngo,Aarogya Hub,bloodbank@aarogyahub.org,New Delhi,28.690232,77.196857,approved
ngo,Kripa Blood Institute,reach@kripabloodinstitute.org,Faridabad,28.470489,77.335919,approved
ngo,Jiwan Jyoti Network,info@jiwanjyotinetwork.org,Greater Noida,28.578949,77.460599,approved
ngo,Jeevan Daan Network,bloodbank@jeevandaannetwork.org,Gurugram,28.446549,76.953931,approved
ngo,Kripa Blood Hub,help@kripabloodhub.org,Greater Noida,28.578899,77.482013,approved
ngo,Hope Blood Foundation,admin@hopebloodfoundation.org,Gurugram,28.458672,76.982169,approved
ngo,Hope Blood Project,reach@hopebloodproject.org,Sonipat,29.018518,77.030747,approved
ngo,Sahara Blood Organization,seva@saharabloodorganizatio.org,New Delhi,28.592018,77.22109,approved
ngo,Anand Foundation Association,contact@anandfoundationassocia.org,Gurugram,28.400492,77.026367,approved
ngo,Swasthya Seva Centre,care@swasthyasevacentre.org,New Delhi,28.666035,77.077315,approved
ngo,Shakti Foundation NGO,bloodbank@shaktifoundationngo.org,Noida,28.569317,77.332907,pending
ngo,Bal Raksha NGO,seva@balrakshango.org,New Delhi,28.67844,77.230176,approved
ngo,Kripa Blood Centre,bloodbank@kripabloodcentre.org,New Delhi,28.64362,77.123586,approved
ngo,Udaan Foundation Association,support@udaanfoundationassocia.org,New Delhi,28.603485,77.144037,approved
ngo,Blood Bridge Initiative,contact@bloodbridgeinitiative.org,Noida,28.620815,77.459783,approved
ngo,Jiwan Jyoti Initiative,seva@jiwanjyotiinitiative.org,Ghaziabad,28.685699,77.459325,approved
ngo,Asha Kiran Foundation,info@ashakiranfoundation.org,Noida,28.624185,77.481161,approved
ngo,Sparsh Foundation Centre,reach@sparshfoundationcentre.org,New Delhi,28.552997,77.05287,pending
ngo,Hope Blood Alliance,help@hopebloodalliance.org,Ghaziabad,28.770835,77.346416,approved
ngo,Seva Blood Hub,bloodbank@sevabloodhub.org,Gurugram,28.508335,76.983583,approved
ngo,Samarpan Trust Movement,admin@samarpantrustmovement.org,Ghaziabad,28.639474,77.473198,approved
ngo,Karuna Trust Centre,info@karunatrustcentre.org,Gurugram,28.461013,77.002899,approved
ngo,Naya Jeevan Mission,contact@nayajeevanmission.org,New Delhi,28.646874,77.276366,approved
ngo,Jeevan Daan Mission,reach@jeevandaanmission.org,New Delhi,28.722576,77.051652,approved
ngo,Prasad Blood Initiative,admin@prasadbloodinitiative.org,Greater Noida,28.568113,77.493739,approved
ngo,Helping Hands Society,care@helpinghandssociety.org,Sonipat,29.045419,77.004279,approved
ngo,Sahara Blood Movement,info@saharabloodmovement.org,Ghaziabad,28.702125,77.421169,approved
ngo,Pahal Blood Organization,help@pahalbloodorganization.org,New Delhi,28.617721,77.265423,approved
ngo,Shakti Foundation Mission,support@shaktifoundationmissio.org,Greater Noida,28.45683,77.485489,approved
ngo,United Blood Network,care@unitedbloodnetwork.org,New Delhi,28.715547,77.150932,approved
ngo,Seva Blood Centre,seva@sevabloodcentre.org,Noida,28.618793,77.366179,approved
ngo,Nirmal Seva Centre,info@nirmalsevacentre.org,Noida,28.617632,77.30801,approved
ngo,Vatsalya Blood Alliance,contact@vatsalyabloodalliance.org,Faridabad,28.379696,77.2217,approved
ngo,Vishwas Foundation Centre,contact@vishwasfoundationcentr.org,Gurugram,28.507805,77.131964,approved
ngo,Bal Raksha Centre,reach@balrakshacentre.org,Ghaziabad,28.775264,77.320751,approved
ngo,Blood Bridge Trust,help@bloodbridgetrust.org,Ghaziabad,28.773841,77.405393,approved
ngo,Red Cross Association,help@redcrossassociation.org,Faridabad,28.457308,77.31242,approved
ngo,Swasthya Seva Foundation,care@swasthyasevafoundation.org,Noida,28.503059,77.413267,approved
ngo,Naya Jeevan Alliance,donate@nayajeevanalliance.org,Faridabad,28.307876,77.223769,approved
ngo,Suraksha Blood Alliance,help@surakshabloodalliance.org,Ghaziabad,28.69509,77.403104,approved
ngo,Sanjeevani Centre,contact@sanjeevanicentre.org,Ghaziabad,28.6854,77.302332,approved
ngo,Jeevan Raksha NGO,info@jeevanrakshango.org,Bahadurgarh,28.662897,76.902667,approved
ngo,Blood Bridge Hub,contact@bloodbridgehub.org,New Delhi,28.623175,77.23681,approved
ngo,Umeed Blood Trust,admin@umeedbloodtrust.org,New Delhi,28.675725,77.227309,approved
ngo,Blood Care Foundation,contact@bloodcarefoundation.org,Faridabad,28.302946,77.330139,approved
ngo,Raksha Setu Network,reach@rakshasetunetwork.org,New Delhi,28.583199,77.265242,approved
ngo,Vandana Blood Alliance,seva@vandanabloodalliance.org,New Delhi,28.64396,77.091618,pending
ngo,Swasthya Seva Initiative,bloodbank@swasthyasevainitiative.org,New Delhi,28.705619,77.163189,approved
ngo,Sahara Blood Network,admin@saharabloodnetwork.org,Gurugram,28.362128,77.14479,approved
ngo,Sahara Blood Project,reach@saharabloodproject.org,Gurugram,28.495142,76.9531,approved
ngo,Nirmal Seva Organization,support@nirmalsevaorganization.org,Gurugram,28.425335,77.086964,approved
ngo,Karuna Trust Network,contact@karunatrustnetwork.org,Faridabad,28.364305,77.253605,approved
ngo,Sanjeevani Movement,reach@sanjeevanimovement.org,Faridabad,28.3294,77.395074,approved
ngo,Vishwas Foundation Hub,seva@vishwasfoundationhub.org,Greater Noida,28.469371,77.421266,approved
ngo,Care & Cure Movement,support@careandcuremovement.org,Gurugram,28.411894,76.961512,approved
ngo,Umeed Blood Foundation,bloodbank@umeedbloodfoundation.org,Gurugram,28.441943,76.96754,approved
ngo,Prana Foundation Organization,reach@pranafoundationorganiz.org,Gurugram,28.454208,77.001908,approved
ngo,Care & Cure NGO,support@careandcurengo.org,Noida,28.528847,77.336139,approved
ngo,Sukoon Foundation Movement,donate@sukoonfoundationmoveme.org,Noida,28.628543,77.349261,pending
ngo,Hope Blood Association,seva@hopebloodassociation.org,Greater Noida,28.55747,77.439039,approved
ngo,Life Saver Trust,contact@lifesavertrust.org,Noida,28.530697,77.474154,approved
ngo,Seva Blood Network,admin@sevabloodnetwork.org,Ghaziabad,28.68519,77.536625,approved
ngo,Raktadan Network,contact@raktadannetwork.org,Gurugram,28.417769,77.148923,approved
ngo,Blood Care Mission,care@bloodcaremission.org,New Delhi,28.724133,77.16457,pending
ngo,Sukoon Foundation Hub,info@sukoonfoundationhub.org,Faridabad,28.441275,77.217991,approved
ngo,Jeevan Raksha Hub,donate@jeevanrakshahub.org,New Delhi,28.628624,77.162086,approved
ngo,Amrit Blood Association,contact@amritbloodassociation.org,Sonipat,29.085413,77.135686,approved
ngo,Punya Blood Institute,seva@punyabloodinstitute.org,New Delhi,28.561154,77.086199,approved
ngo,Maitri Foundation Institute,admin@maitrifoundationinstit.org,Faridabad,28.417957,77.288256,approved
ngo,Asha Kiran Trust,care@ashakirantrust.org,Greater Noida,28.496263,77.442144,approved
