role,name,email,city,lat,lng,status
hospital,Shiv Hospital New Delhi,admin@shivhospitalnewdelhi.in,New Delhi,28.650974,77.266814,approved
hospital,Batra General Hospital,support@batrageneralhospital.com,Ghaziabad,28.608215,77.499134,approved
hospital,Ganesh Medical College Hospital,care@ganeshmedicalcollegehospital.in,Sonipat,29.065147,77.022692,approved
hospital,Central Medical Institute,admin@centralmedicalinstitute.net,New Delhi,28.565933,77.10935,approved
hospital,Shree Medical Institute Gurugram,contact@shreemedicalinstitutegurugra.org,Gurugram,28.444212,77.012477,approved
hospital,Mayom Medical Institute Noida,admin@mayommedicalinstitutenoida.org,Noida,28.518548,77.484997,approved
hospital,Kalawati Clinic & Hospital Gurugram,contact@kalawaticlinicandhospitalgur.in,Gurugram,28.405975,76.980736,approved
hospital,Prakash Eye & General Hospital,support@prakasheyeandgeneralhospital.org,Greater Noida,28.435409,77.489299,approved
hospital,Narayana Healthcare Faridabad,info@narayanahealthcarefaridabad.org,Faridabad,28.483075,77.297853,approved
hospital,Jai Prakash Medical Institute,info@jaiprakashmedicalinstitute.com,Ghaziabad,28.792546,77.383367,approved
hospital,Motherhood Hospital Noida,contact@motherhoodhospitalnoida.com,Noida,28.507323,77.386783,approved
hospital,Jaypee Hospital Noida,help@jaypeehospitalnoida.com,Noida,28.6301,77.431065,approved
hospital,Niraamaya Clinic & Hospital Ghaziabad,contact@niraamayaclinicandhospitalgh.net,Ghaziabad,28.714703,77.495453,pending
hospital,Deen Dayal Clinic & Hospital Noida,care@deendayalclinicandhospitalno.in,Noida,28.617367,77.32791,approved
hospital,Ram Manohar Multi Speciality Hospital,care@rammanoharmultispecialityhos.org,Ghaziabad,28.761246,77.364181,approved
hospital,Sharda Medical Centre,reception@shardamedicalcentre.org,New Delhi,28.571532,77.090662,approved
hospital,Balaji Hospital,reception@balajihospital.in,New Delhi,28.646309,77.133687,approved
hospital,Apollo Nursing Home,info@apollonursinghome.org,Noida,28.532135,77.473695,approved
hospital,Shree Healthcare,help@shreehealthcare.org,Sonipat,29.025487,77.103552,approved
hospital,Primus Super Speciality Hospital Faridabad,admin@primussuperspecialityhospita.com,Faridabad,28.448532,77.368331,approved
hospital,Goyal Hospital Ghaziabad,admin@goyalhospitalghaziabad.in,Ghaziabad,28.63242,77.44632,approved
hospital,Balaji Hospital Ghaziabad,care@balajihospitalghaziabad.net,Ghaziabad,28.735845,77.46903,approved
hospital,Central Medical Institute New Delhi,admin@centralmedicalinstitutenewde.in,New Delhi,28.645949,77.117673,approved
hospital,Jai Hospital Greater Noida,support@jaihospitalgreaternoida.in,Greater Noida,28.528315,77.570408,approved
hospital,Ganesh General Hospital,support@ganeshgeneralhospital.com,Ghaziabad,28.769258,77.53226,approved
hospital,Paras Hospital Gurugram,contact@parashospitalgurugram.net,Gurugram,28.386466,77.144898,approved
hospital,Metro Hospital Noida,care@metrohospitalnoida.in,Noida,28.57408,77.343922,approved
hospital,Deen Dayal Health Institute,admin@deendayalhealthinstitute.in,Bahadurgarh,28.73756,76.919637,pending
hospital,Ujala Medical College Hospital,support@ujalamedicalcollegehospital.org,Gurugram,28.438073,77.052978,approved
hospital,Mahajan Healthcare Ghaziabad,info@mahajanhealthcareghaziabad.com,Ghaziabad,28.730751,77.43957,approved
hospital,QRG Medical Institute,reception@qrgmedicalinstitute.in,Noida,28.617266,77.385138,approved
hospital,Accord Health Institute,support@accordhealthinstitute.net,Noida,28.521726,77.408726,approved
hospital,Aakash General Hospital,contact@aakashgeneralhospital.org,Noida,28.535645,77.434881,approved
hospital,Prakash Eye & General Hospital Faridabad,reception@prakasheyeandgeneralhospital.net,Faridabad,28.335855,77.283117,approved
hospital,Dharam Healthcare,help@dharamhealthcare.in,Noida,28.64797,77.49856,approved
hospital,Sarvodaya Hospital,info@sarvodayahospital.org,Noida,28.608018,77.392565,approved
hospital,District Medical Centre,info@districtmedicalcentre.com,Noida,28.510447,77.374783,approved
hospital,Batra Eye & General Hospital New Delhi,admin@batraeyeandgeneralhospitalne.com,New Delhi,28.650074,77.102642,approved
hospital,City Multi Speciality Hospital Faridabad,contact@citymultispecialityhospitalf.org,Faridabad,28.426435,77.305919,pending
hospital,Saraswati Medical College Hospital,info@saraswatimedicalcollegehospi.in,Ghaziabad,28.659598,77.456777,approved
hospital,Sharda Medical Institute Noida,admin@shardamedicalinstitutenoida.org,Noida,28.580868,77.49055,approved
hospital,Greater Noida Medical College,help@greaternoidamedicalcollege.com,Greater Noida,28.407486,77.443212,approved
hospital,Lifecare Medical Institute,contact@lifecaremedicalinstitute.in,Ghaziabad,28.640007,77.512786,approved
hospital,Jai Prakash Clinic & Hospital New Delhi,admin@jaiprakashclinicandhospitaln.in,New Delhi,28.690911,77.256147,approved
hospital,Prime Nursing Home,support@primenursinghome.in,Noida,28.540053,77.417386,approved
hospital,Aakash Eye & General Hospital,info@aakasheyeandgeneralhospital.com,New Delhi,28.696985,77.262376,approved
hospital,Medanta Health Institute,care@medantahealthinstitute.in,New Delhi,28.646256,77.290462,pending
hospital,Central General Hospital Noida,care@centralgeneralhospitalnoida.net,Noida,28.539541,77.462299,approved
hospital,QRG Health City Faridabad,reception@qrghealthcityfaridabad.org,Faridabad,28.349742,77.225977,approved
hospital,Max Super Speciality Hospital Saket,admin@maxsuperspecialityhospitalsa.com,New Delhi,28.608397,77.288627,approved
hospital,Navneet Medical Institute,support@navneetmedicalinstitute.net,Bahadurgarh,28.729669,76.966381,approved
hospital,Metro Nursing Home Noida,contact@metronursinghomenoida.net,Noida,28.5744,77.369312,approved
hospital,Suncity Medical Institute,support@suncitymedicalinstitute.org,Ghaziabad,28.780046,77.505515,approved
hospital,Care Nursing Home,care@carenursinghome.com,Sonipat,28.951289,77.06399,approved
hospital,Saraswati Medical Institute Gurugram,info@saraswatimedicalinstitutegur.com,Gurugram,28.532505,77.128333,approved
hospital,Kalyani Medical College Hospital New Delhi,care@kalyanimedicalcollegehospita.net,New Delhi,28.632043,77.09832,approved
hospital,Shiv Nursing Home New Delhi,help@shivnursinghomenewdelhi.org,New Delhi,28.569567,77.072573,approved
hospital,W Pratiksha Hospital,support@wpratikshahospital.in,Gurugram,28.389386,76.995454,approved
hospital,Samarth Hospital Sonipat,admin@samarthhospitalsonipat.in,Sonipat,28.99489,77.144683,approved
hospital,Niraamaya Medical Centre,reception@niraamayamedicalcentre.org,Ghaziabad,28.683717,77.345851,approved
hospital,Dharam Clinic & Hospital Noida,info@dharamclinicandhospitalnoida.net,Noida,28.506934,77.465169,approved
hospital,QRG Medical Centre,contact@qrgmedicalcentre.org,Greater Noida,28.512632,77.415641,pending
hospital,Columbia Asia Eye & General Hospital,reception@columbiaasiaeyeandgeneralhos.org,Greater Noida,28.521262,77.407934,approved
hospital,Rockland Medical Centre,reception@rocklandmedicalcentre.com,Ghaziabad,28.750546,77.518778,approved
hospital,Samvedna Multi Speciality Hospital,contact@samvednamultispecialityhospi.net,Sonipat,29.035297,77.117466,approved
hospital,Metro Medical College Hospital,reception@metromedicalcollegehospital.org,Ghaziabad,28.748809,77.376663,approved
hospital,Aakash Hospital,help@aakashhospital.in,Ghaziabad,28.628769,77.365142,approved
hospital,Regional Medical Centre,support@regionalmedicalcentre.com,Sonipat,29.033695,77.096714,approved
hospital,Shiv Hospital Sonipat,support@shivhospitalsonipat.net,Sonipat,29.015867,77.034871,approved
hospital,BLK-Max Speciality Hospital Ghaziabad,care@blkmaxspecialityhospitalghaz.net,Ghaziabad,28.70547,77.370097,approved
hospital,Prime Multi Speciality Hospital Gurugram,reception@primemultispecialityhospital.org,Gurugram,28.549872,77.121864,approved
hospital,Suresh Hospital Gurugram,support@sureshhospitalgurugram.in,Gurugram,28.485007,77.139743,approved
hospital,Saraswati Super Speciality Hospital,help@saraswatisuperspecialityhosp.net,Noida,28.52803,77.423168,pending
hospital,Mayom Healthcare,help@mayomhealthcare.net,Ghaziabad,28.774577,77.409084,approved
hospital,Holy Family General Hospital,info@holyfamilygeneralhospital.in,Greater Noida,28.409345,77.556538,approved
hospital,Sarvodaya Multi Speciality Hospital,help@sarvodayamultispecialityhosp.org,Ghaziabad,28.699163,77.449359,approved
hospital,Bindal Speciality Hospital,help@bindalspecialityhospital.org,Gurugram,28.376033,77.121138,approved
hospital,Capital General Hospital,care@capitalgeneralhospital.com,Sonipat,29.048255,77.064587,approved
hospital,Mother Clinic & Hospital,contact@motherclinicandhospital.in,Ghaziabad,28.61441,77.466869,approved
hospital,Regional Super Speciality Hospital,admin@regionalsuperspecialityhospi.net,Ghaziabad,28.714225,77.432357,approved
hospital,City General Hospital,admin@citygeneralhospital.in,New Delhi,28.571101,77.139562,approved
hospital,Sanjeevan Medical Centre,info@sanjeevanmedicalcentre.org,New Delhi,28.605376,77.2308,pending
hospital,Prime Health Institute,info@primehealthinstitute.com,Gurugram,28.464201,76.988209,approved
hospital,Mahajan Multi Speciality Hospital,admin@mahajanmultispecialityhospit.in,Ghaziabad,28.6675,77.337419,approved
hospital,Deen Dayal Upadhyay Hospital,info@deendayalupadhyayhospital.net,New Delhi,28.600443,77.289719,approved
hospital,Goyal Clinic & Hospital,contact@goyalclinicandhospital.in,Gurugram,28.532443,77.058272,approved
hospital,Prime Clinic & Hospital,reception@primeclinicandhospital.net,Gurugram,28.50486,77.050152,approved
hospital,Ram Manohar Hospital Faridabad,contact@rammanoharhospitalfaridabad.net,Faridabad,28.408905,77.323972,approved
hospital,Venkateshwar Multi Speciality Hospital Ghaziabad,contact@venkateshwarmultispecialityh.net,Ghaziabad,28.750636,77.497833,approved
hospital,QRG General Hospital,care@qrggeneralhospital.org,Faridabad,28.385478,77.233342,approved
hospital,Nayati Multi Speciality Hospital,contact@nayatimultispecialityhospita.in,Greater Noida,28.571397,77.471347,approved
hospital,Mayom Medical Centre,care@mayommedicalcentre.com,Noida,28.641568,77.337108,approved
hospital,Samvedna Medical Institute New Delhi,support@samvednamedicalinstitutenewd.com,New Delhi,28.684236,77.112968,pending
hospital,Kailash Hospital Noida,info@kailashhospitalnoida.com,Noida,28.514226,77.318788,approved
hospital,Rockland Clinic & Hospital Ghaziabad,reception@rocklandclinicandhospitalgha.in,Ghaziabad,28.617058,77.424356,approved
hospital,Indraprastha Nursing Home,help@indraprasthanursinghome.net,Sonipat,29.098906,77.001746,approved
hospital,Suresh Healthcare Ghaziabad,support@sureshhealthcareghaziabad.com,Ghaziabad,28.772204,77.519844,approved
hospital,Metro Nursing Home Greater Noida,admin@metronursinghomegreaternoida.com,Greater Noida,28.553392,77.614794,approved
hospital,Columbia Asia Hospital Palam Vihar,info@columbiaasiahospitalpalamvih.com,New Delhi,28.637847,77.151866,approved
hospital,Mahajan Imaging Centre,contact@mahajanimagingcentre.in,New Delhi,28.720661,77.214607,approved
hospital,Kailash General Hospital,help@kailashgeneralhospital.net,Noida,28.506604,77.369532,approved
hospital,Ram Manohar Super Speciality Hospital Gurugram,info@rammanoharsuperspecialityhos.in,Gurugram,28.549612,76.993941,approved
